stars,comment
1.0 out of 5 stars,"







  
  
    I don't know if I should be mad or happy. So i purchased these just simply thinking it was a good deal. Like many who have posted on here I too experienced some tampering with the product. One of the packs there wasn't even an energy card, not really complaining because over the years of collecting I have enough energy cards lol. However, All packs come with at least one energy card unless you get a holo energy. That same pack I got 3 rare cards. Am I upset about that? Not at all. However I can tell that some one also probably weighted 2 of the packs to guarantee I would not get a rare holo like one post on here. I probably won't buy from here again. Due to the sketchy things going on. I've learned from this mistake.  I did get some cards I needed but on the other hand I would have preferred to get an honest pack than a tampered one.
  
"
1.0 out of 5 stars,"







  
  
    Well, I figured for $10, I'd take a chance and see what I got. Not knowing which cards or pack you'll get is half the fun anyway. I wasn't hoping for much card wise, but I was at least hoping to get something as far back as Black/White. I got two packs of XY Roaring Skies and one of XY Primal Clash - both of which I could've bought at the nearest toy store, so that was kinda disappointing. Out of them, the only thing of worth was a reverse rare Banette. So, I can't say if they're weighted or not. It might just be I had bad pulling luck. Might give them the benefit of the doubt and try again at a later date.3/16/16 - I decided to give these sellers another try. Since I've been collecting, I've gotten into collecting the coins and pins you can find in some boosters and packs. So this time I purchased (2) Three Random Booster Packs from VGMX, which stated I would get an extra coin and promo/holofoil card. Foolishly, I assumed that it would be three random packs, a coin and a promo from varying sets or previous boosters or whatever that had already been opened and distributed for sale. What I got was legitimately 2 blisters, resulting in all of my ""random"" packs being Breakthrough. Seeing as it would likely cost me half as much to send the packages back as paying for them, I decided to just accept the fact that they weren't random and opened them to see what I got. I got two reverse rares out of the packs, aside from the holo promos that came with the blisters. Something seemed fishy, but I figured that you can't really weight boosters, right?3/30/16 - Wanting to solve the mystery once and for all, I purchased a gram scale so that I could weight the packs I buy from different stores and sellers, to see which places were the safest to buy cards. I decided to give this ONE LAST shot. So I bought 3 packs of Three Random Boosters, nine packs total, from Swift Buy. They arrived today and, honestly, I'm surprised that I was as hopeful as I was. But when I opened it and saw that my ""random"" boosters were in packs of three, resulting in three packs of 2 XY Base Set and 1 Flashfire almost with the exact same art too, I knew I was screwed. Still, I wanted to be dutiful and weighed each pack. It is as follows:X/Y Base w/ Yvetal Art = 18.5 gramsX/Y Base w/ Yvetal Art = 18.4 gramsX/Y Base w/ Yvetal Art = 18.4 gramsX/Y Base w/ Yvetal Art = 18.3 gramsX/Y Base w/ Blastoise Art = 18.5 gramsX/Y Base w/ Venosaur Art = 18.4 gramsFlashfire w/ Mega Charizard X art = 19.8 gramsFlashfire w/ Mega Charizard X art = 19.7 gramsFlashfire w/ Pyroar art = 19.7 gramsNeedless to say, after seeing those numbers, I was upset. So I opened them all and with EVERY SINGLE NON HOLO RARE I got, I just got more livid. The whole reason I bought nine was because I wanted to rule out any chance of my having just rotten pulling luck. With Pokémon cards, you are expected to get one EX/Ultra rare every 4 packs, MAYBE five if you have a bad day. But nine packs in one sitting with absolutely nothing to show for it? Statistically, it simply doesn't add up. Further, if you add my other two previous purchases, that's 18 BOOSTERS WITH NOTHING!Now, I'm willing to concede that the first time I bought from Swift Buy (when all I got was the reverse rare Banette), I just had bad pulling luck. And while it IS hard to weight boosters, it IS possible. But I chose to give VGMX the benefit of the doubt. But having bought 9 packs (for a total of 12) from Swift Buy with nothing but non-holo rares to show for it, I can - with complete confidence - tell you that there is absolutely nothing random about these packs. They clearly pull the best packs and then resell the duds to unsuspecting online buyers, probably in the hopes that an unsuspecting parent or grandparent buys them for their kids and will never bother to submit a complaint to Amazon.Well, Swift Buy, you aren't fooling me.DO NOT BUY FROM THEM! And only buy from VGMX if you're looking for pin-free blisters. My suggestion to you is to save your money and buy at your local stores. Either that, or go to eBay. That's where I'll be from now on.
  
"
1.0 out of 5 stars,"







  
  
    Don’t buy
  
"
5.0 out of 5 stars,"







  
  
    Grandchildren love them
  
"
5.0 out of 5 stars,"







  
  
    They were a Christmas present for a 10 year old who was delighted with them.
  
"
5.0 out of 5 stars,"







  
  
    Perfect
  
"
1.0 out of 5 stars,"







  
  
    All three packs had been opened and resealed. The outer foil didn’t line up properly and you could smell the glue. Clearly anything interesting or rare had been removed and replaced.
  
"
1.0 out of 5 stars,"







  
  
    feel like they've been tampered with since one pack had a rip on the back.
  
"
3.0 out of 5 stars,"







  
  
    I bought two lots - both just had Sword and Shield modern packs (1 X Chilling Reign, 1 X Fusion Strike and 1 X Battle Styles). Not bad but definitely not what is pictured.
  
"
1.0 out of 5 stars,"







  
  
    These packs have obviously been resealed please honestly do not buy its a waste of money.
  
"
1.0 out of 5 stars,"







  
  
    Resealed cards. Good cards taken out and replaced with common reverse holos and resealed. tops of each pack sealed differently to the bottoms. tops break and tear open where bottoms peel open. tops have melt marks while bottoms are perfect
  
"
1.0 out of 5 stars,"







  
  
    Warning - you are about to purchase resealed packs! Only got two of the packs shown in the image and 3 detective Pikachu packs which was not advertised in the imaging. The packaging on all booster packs are off center and had a difficult time opening them compared to store bought packs. The packs arent even cut evenly and I also found a hair in one of the packs! Ordered two of these and got no ex or gx, obviously weighed and resealed. Don’t waste your time or money on this if your a collector
  
"
5.0 out of 5 stars,"







  
  
    I brought these for a treat for my grandson. He loved them
  
"
5.0 out of 5 stars,"







  
  
    I was sceptical about ordering these based on the other reviews, but thought I'd take a punt. They came today and I'm pretty pleased with what I got. The packs didn't appear to show any signs of tampering, and I actually got four holos. Really chuffed overall
  
"
1.0 out of 5 stars,"







  
  
    Came with all modern gash packs nothing like what is pictured, don’t waste you’re time
  
"
4.0 out of 5 stars,"







  
  
    Item as described, couldn't see evidence of any tampering, got good pulls, a couple of holos. Good experience all round.
  
"
5.0 out of 5 stars,"







  
  
    Well received by my primary aged son
  
"
2.0 out of 5 stars,"







  
  
    only got sword and shield packs none other like shown in photo, wouldn’t buy again
  
"
1.0 out of 5 stars,"







  
  
    Tampered and weighted packs. Don’t waste your money.
  
"
5.0 out of 5 stars,"







  
  
    The Cards were delivered very quickly, sealed and packaged brilliantly. Brilliant selection of cards.
  
"
5.0 out of 5 stars,"







  
  
    Haven't opened the packets yet as part of my sons birthday present.  Great to be able to get packets on there own with no coins or other things he doesn't want.
  
"
2.0 out of 5 stars,"







  
  
    Previously I thought I was scammed from my items, but a few days ago I received them (originally was supposed to receive them on the 23 of February). For some reason they were all sent in three separate envelopes, two showing on the same day, one on another day. I got all three of them as sun and moon booster packs. Only one I had my suspicions of being tampered, but the other two seem fine. While I did end up getting my items, I had no means of communicating with the seller and had no means of refunding when I thought I was ripped off. I did only pay for 10+, but its still something consumers should be wary of. I would recommend purchasing elsewhere, but take caution when purchasing.
  
"
2.0 out of 5 stars,"







  
  
    all three packs were like the worst kind of dud packs, nothing in them,  one didn't even have a rare or a foil. like I said, dud packs.  I’m not accusing this seller however Pokémon cards are easily weighed out on a hand held scale revealing which ones will have a “hit” or not. These packs we received may have been the worst three packs we have ever opened.  I would caution anyone who is buying these to think about this before you spend all you kids gift cards on these three dud packs.
  
"
1.0 out of 5 stars,"


















    
        

        
        

        
            
            
                
                        
                
                
                    The media could not be loaded.
                
            
                
            
        
    
    








  
  
     Very disappeared with the packs because they weren't the ones my son wanted. They were not the ones shown. I won't purchase from this seller again my son is unhappy.
  
"
